product_id,name,description,price,cost,category_id,sku,inventory_count,weight,is_active
546,Single Hard 546,Quality hard for everyday use.,466.78,204.19,411,SKU-RC-0000546,244,18.56,true
547,Recent Left 547,Quality left for everyday use.,199.39,150.58,28,SKU-NC-0000547,381,19.21,true
548,South Imagine 548,Quality imagine for everyday use.,168.65,119.01,39,SKU-LR-0000548,224,2.64,true
549,Matter Production 549,Quality production for everyday use.,228.81,109.81,141,SKU-TT-0000549,349,7.05,true
550,Once Oil 550,Quality oil for everyday use.,286.55,148.12,283,SKU-UF-0000550,264,13.99,true
551,Edge Current 551,Quality current for everyday use.,234.13,184.69,168,SKU-WJ-0000551,139,4.51,true
552,Turn Investment 552,Quality investment for everyday use.,331.41,226.44,244,SKU-JU-0000552,439,6.56,false
553,Indicate We 553,Quality we for everyday use.,279.86,180.29,87,SKU-HB-0000553,355,0.56,true
554,Activity Less 554,Quality less for everyday use.,164.42,86.00,366,SKU-TR-0000554,385,3.16,true
555,Message Range 555,Quality range for everyday use.,176.78,91.86,157,SKU-PD-0000555,475,11.29,true
556,Forget Away 556,Quality away for everyday use.,193.01,80.26,34,SKU-RE-0000556,124,13.10,true
557,But Major 557,Quality major for everyday use.,52.74,36.46,372,SKU-PN-0000557,45,13.01,true
558,Religious Successful 558,Quality successful for everyday use.,88.02,36.73,452,SKU-UZ-0000558,291,15.59,true
559,Join Yes 559,Quality yes for everyday use.,363.21,145.99,8,SKU-EC-0000559,163,8.36,true
560,Read Task 560,Quality task for everyday use.,198.20,137.11,219,SKU-PY-0000560,218,5.54,true
561,Treatment Have 561,Quality have for everyday use.,111.97,87.29,414,SKU-DM-0000561,117,0.41,true
562,Reality Group 562,Quality group for everyday use.,283.95,199.50,354,SKU-KH-0000562,199,4.21,true
563,Ball Scientist 563,Quality scientist for everyday use.,379.23,223.24,429,SKU-RH-0000563,197,6.32,false
564,Parent Perform 564,Quality perform for everyday use.,133.16,79.15,208,SKU-MW-0000564,175,3.65,true
565,Maintain Her 565,Quality her for everyday use.,414.42,238.07,187,SKU-KA-0000565,371,0.50,true
566,Personal Friend 566,Quality friend for everyday use.,464.18,245.95,355,SKU-XG-0000566,296,3.23,true
567,Painting Firm 567,Quality firm for everyday use.,301.10,183.28,77,SKU-UU-0000567,237,13.36,true
568,Art Kitchen 568,Quality kitchen for everyday use.,336.45,192.60,120,SKU-NC-0000568,56,12.63,true
569,Page What 569,Quality what for everyday use.,31.96,20.43,301,SKU-YS-0000569,285,18.72,true
570,Business Mean 570,Quality mean for everyday use.,473.08,359.19,335,SKU-LW-0000570,87,15.98,true
571,One Somebody 571,Quality somebody for everyday use.,199.88,159.50,60,SKU-UU-0000571,157,11.40,true
572,Yourself Move 572,Quality move for everyday use.,462.40,199.52,255,SKU-ER-0000572,207,2.84,true
573,Rule Technology 573,Quality technology for everyday use.,292.00,161.73,183,SKU-GB-0000573,70,11.33,true
574,Trouble Ahead 574,Quality ahead for everyday use.,8.27,3.91,251,SKU-JC-0000574,195,1.33,true
575,Together For 575,Quality for for everyday use.,25.03,13.54,480,SKU-CT-0000575,133,8.67,true
576,Keep Offer 576,Quality offer for everyday use.,342.12,176.19,39,SKU-NK-0000576,425,7.87,false
577,Suggest Their 577,Quality their for everyday use.,283.95,133.40,498,SKU-EU-0000577,430,8.61,true
578,Develop Personal 578,Quality personal for everyday use.,19.10,13.48,225,SKU-RQ-0000578,2,5.67,true
579,Could Appear 579,Quality appear for everyday use.,373.26,223.40,387,SKU-EC-0000579,301,13.75,true
580,Guy Represent 580,Quality represent for everyday use.,426.95,327.77,213,SKU-CA-0000580,320,16.83,true
581,Them Field 581,Quality field for everyday use.,251.22,103.76,156,SKU-ZJ-0000581,189,15.39,true
582,Eat How 582,Quality how for everyday use.,236.07,100.75,386,SKU-RZ-0000582,235,12.59,true
583,Employee Unit 583,Quality unit for everyday use.,8.69,4.88,344,SKU-YH-0000583,395,10.81,true
584,Yes Herself 584,Quality herself for everyday use.,394.59,170.51,73,SKU-MM-0000584,189,0.72,true
585,War Fish 585,Quality fish for everyday use.,169.36,85.54,353,SKU-AU-0000585,32,14.49,true
586,Watch Word 586,Quality word for everyday use.,440.10,349.62,377,SKU-PJ-0000586,186,10.95,true
587,Play Fall 587,Quality fall for everyday use.,190.28,92.02,194,SKU-PT-0000587,127,5.49,true
588,Policy Also 588,Quality also for everyday use.,285.14,136.65,463,SKU-AR-0000588,191,6.62,true
589,Reduce Catch 589,Quality catch for everyday use.,139.54,87.83,321,SKU-WT-0000589,115,18.72,true
590,Scientist Rule 590,Quality rule for everyday use.,85.32,51.12,167,SKU-QC-0000590,75,12.52,true
591,Box Interesting 591,Quality interesting for everyday use.,388.79,245.78,6,SKU-TU-0000591,493,9.57,true
592,Relate If 592,Quality if for everyday use.,251.31,138.39,338,SKU-MP-0000592,64,12.46,true
593,Staff Someone 593,Quality someone for everyday use.,271.02,198.04,105,SKU-QC-0000593,353,8.33,true
594,Teacher Bad 594,Quality bad for everyday use.,482.91,219.93,379,SKU-GV-0000594,359,9.46,true
595,Three Pay 595,Quality pay for everyday use.,482.00,275.39,263,SKU-ZG-0000595,309,5.88,true
596,Soldier Field 596,Quality field for everyday use.,428.68,289.75,234,SKU-KX-0000596,456,8.85,true
597,Upon Experience 597,Quality experience for everyday use.,98.67,73.74,82,SKU-DG-0000597,2,13.74,false
598,Require Country 598,Quality country for everyday use.,299.56,164.11,356,SKU-BF-0000598,151,0.89,false
599,Charge Shake 599,Quality shake for everyday use.,439.79,275.79,83,SKU-RJ-0000599,92,15.92,true
600,Yes Major 600,Quality major for everyday use.,190.98,81.67,209,SKU-ZX-0000600,289,5.73,true
601,Return Position 601,Quality position for everyday use.,55.94,26.19,419,SKU-XT-0000601,318,13.68,true
602,Than Human 602,Quality human for everyday use.,406.61,173.89,461,SKU-SN-0000602,449,12.89,true
603,Agency Teacher 603,Quality teacher for everyday use.,243.98,168.63,495,SKU-ZC-0000603,190,13.09,true
604,Civil Marriage 604,Quality marriage for everyday use.,284.80,146.74,480,SKU-TD-0000604,118,12.20,true
605,Spring Enter 605,Quality enter for everyday use.,491.17,338.66,278,SKU-JG-0000605,463,19.19,true
606,Personal Occur 606,Quality occur for everyday use.,305.95,130.51,101,SKU-QU-0000606,337,10.22,true
607,Walk Paper 607,Quality paper for everyday use.,215.93,160.87,420,SKU-BQ-0000607,383,14.67,true
608,Data Believe 608,Quality believe for everyday use.,188.76,138.59,401,SKU-FB-0000608,222,14.14,true
609,Easy Case 609,Quality case for everyday use.,212.29,92.47,496,SKU-LP-0000609,224,4.80,true
610,Stuff Property 610,Quality property for everyday use.,64.48,26.40,326,SKU-EK-0000610,194,5.74,true
611,Green Hold 611,Quality hold for everyday use.,398.60,168.41,71,SKU-YJ-0000611,375,8.54,true
612,Send Compare 612,Quality compare for everyday use.,419.82,311.28,252,SKU-ZW-0000612,105,5.63,true
613,Improve Only 613,Quality only for everyday use.,146.48,72.34,225,SKU-JP-0000613,488,7.40,true
614,Together Oil 614,Quality oil for everyday use.,156.07,96.66,422,SKU-TM-0000614,88,7.88,true
615,Experience Nothing 615,Quality nothing for everyday use.,437.91,249.83,197,SKU-KH-0000615,230,12.12,false
616,Affect Environmental 616,Quality environmental for everyday use.,17.83,12.81,165,SKU-DA-0000616,157,4.48,true
617,Happen Professor 617,Quality professor for everyday use.,263.10,156.69,41,SKU-JV-0000617,321,16.11,true
618,Could Reduce 618,Quality reduce for everyday use.,235.05,141.09,418,SKU-FE-0000618,341,8.81,true
619,Pay Traditional 619,Quality traditional for everyday use.,346.91,276.01,378,SKU-HQ-0000619,460,14.15,false
620,Night Later 620,Quality later for everyday use.,86.71,39.89,21,SKU-FF-0000620,395,1.72,true
621,Majority Design 621,Quality design for everyday use.,336.15,246.16,217,SKU-CH-0000621,124,9.45,true
622,Relationship Or 622,Quality or for everyday use.,192.10,80.82,240,SKU-FV-0000622,103,0.66,true
623,Seek Number 623,Quality number for everyday use.,311.64,184.20,235,SKU-XJ-0000623,444,13.55,true
624,None Stand 624,Quality stand for everyday use.,25.80,19.47,460,SKU-CC-0000624,244,6.94,true
625,Remember Certainly 625,Quality certainly for everyday use.,234.08,155.92,76,SKU-HM-0000625,48,18.99,true
626,Agreement Together 626,Quality together for everyday use.,263.98,177.95,154,SKU-NH-0000626,413,6.55,true
627,School Research 627,Quality research for everyday use.,111.87,56.53,91,SKU-JG-0000627,324,11.32,true
628,Within Kid 628,Quality kid for everyday use.,74.96,42.53,123,SKU-NS-0000628,12,5.22,true
629,Message Product 629,Quality product for everyday use.,99.10,54.17,454,SKU-BM-0000629,392,12.44,true
630,Up President 630,Quality president for everyday use.,176.00,107.11,471,SKU-RS-0000630,304,9.39,true
631,Window Idea 631,Quality idea for everyday use.,53.81,31.47,23,SKU-PN-0000631,307,7.48,true
632,Experience Response 632,Quality response for everyday use.,473.97,251.56,317,SKU-SK-0000632,433,4.15,true
633,Keep Manager 633,Quality manager for everyday use.,206.06,107.60,117,SKU-PH-0000633,248,2.32,true
634,Our Difficult 634,Quality difficult for everyday use.,405.62,202.95,97,SKU-LC-0000634,231,2.49,true
635,Let Night 635,Quality night for everyday use.,487.35,266.10,147,SKU-JD-0000635,309,19.98,true
636,Pattern Project 636,Quality project for everyday use.,45.87,21.10,98,SKU-FL-0000636,99,8.30,true
637,Sport Treatment 637,Quality treatment for everyday use.,327.91,245.55,246,SKU-NY-0000637,75,0.14,true
638,Discuss Fact 638,Quality fact for everyday use.,436.47,279.71,498,SKU-AX-0000638,422,19.06,true
639,Pay Check 639,Quality check for everyday use.,319.30,144.81,294,SKU-HT-0000639,108,0.50,true
640,Leave Step 640,Quality step for everyday use.,217.93,147.66,362,SKU-SZ-0000640,252,8.43,true
641,Tough Article 641,Quality article for everyday use.,218.94,161.81,247,SKU-CZ-0000641,135,14.38,true
642,Word Occur 642,Quality occur for everyday use.,23.72,11.74,7,SKU-BX-0000642,115,18.30,true
643,Establish Either 643,Quality either for everyday use.,270.08,124.30,43,SKU-RM-0000643,299,14.29,true
644,Word Keep 644,Quality keep for everyday use.,496.80,200.43,135,SKU-KC-0000644,401,9.33,true
645,Floor Human 645,Quality human for everyday use.,479.59,200.90,122,SKU-VT-0000645,221,19.49,true
646,Dream One 646,Quality one for everyday use.,25.95,18.29,421,SKU-YT-0000646,69,0.88,true
647,New Sometimes 647,Quality sometimes for everyday use.,354.65,281.90,422,SKU-YX-0000647,122,19.74,true
648,Same Meeting 648,Quality meeting for everyday use.,155.06,64.81,428,SKU-LS-0000648,82,17.00,true
649,Threat Win 649,Quality win for everyday use.,452.07,316.10,319,SKU-GV-0000649,442,18.59,true
650,Meeting To 650,Quality to for everyday use.,28.28,12.12,279,SKU-QL-0000650,160,5.17,true
651,Wrong Sport 651,Quality sport for everyday use.,468.31,298.24,325,SKU-RG-0000651,187,2.93,true
652,Reason Could 652,Quality could for everyday use.,419.70,294.81,204,SKU-QM-0000652,35,13.30,true
653,Light Our 653,Quality our for everyday use.,64.04,34.82,336,SKU-HZ-0000653,223,10.37,true
654,Customer Change 654,Quality change for everyday use.,35.54,14.37,398,SKU-BU-0000654,457,10.51,true
655,Window Send 655,Quality send for everyday use.,418.34,266.93,382,SKU-FF-0000655,205,18.50,true
656,Look Past 656,Quality past for everyday use.,82.93,66.05,307,SKU-DC-0000656,326,12.44,true
657,Range Modern 657,Quality modern for everyday use.,270.23,135.94,30,SKU-CV-0000657,91,6.29,true
658,What View 658,Quality view for everyday use.,458.37,218.09,363,SKU-YQ-0000658,71,8.06,true
659,Smile Film 659,Quality film for everyday use.,286.31,128.72,184,SKU-AW-0000659,366,2.76,true
660,Personal Condition 660,Quality condition for everyday use.,202.22,125.80,372,SKU-QN-0000660,32,3.93,true
661,Keep Half 661,Quality half for everyday use.,225.83,144.21,270,SKU-YK-0000661,224,2.95,true
662,Player Leave 662,Quality leave for everyday use.,37.17,26.65,441,SKU-JU-0000662,158,16.22,true
663,Ago With 663,Quality with for everyday use.,484.55,339.78,170,SKU-NT-0000663,8,14.13,true
664,With Condition 664,Quality condition for everyday use.,159.45,120.71,466,SKU-SW-0000664,266,10.65,true
665,Senior But 665,Quality but for everyday use.,99.54,71.90,423,SKU-HB-0000665,482,7.55,true
666,Discuss Benefit 666,Quality benefit for everyday use.,147.30,73.49,166,SKU-MR-0000666,34,13.40,true
667,Look Management 667,Quality management for everyday use.,482.39,300.22,242,SKU-VG-0000667,408,16.28,true
668,Reduce Idea 668,Quality idea for everyday use.,52.57,27.28,266,SKU-TV-0000668,270,17.64,true
669,Entire Let 669,Quality let for everyday use.,434.44,231.08,385,SKU-VV-0000669,362,10.99,true
670,Keep Paper 670,Quality paper for everyday use.,355.66,274.85,345,SKU-ZR-0000670,48,16.42,true
671,Skin Them 671,Quality them for everyday use.,416.02,279.88,427,SKU-JL-0000671,435,10.27,true
672,Answer Almost 672,Quality almost for everyday use.,488.08,385.50,185,SKU-TF-0000672,5,9.54,true
673,Mean Main 673,Quality main for everyday use.,422.01,239.18,253,SKU-QP-0000673,454,17.32,true
674,Politics Term 674,Quality term for everyday use.,472.02,290.28,216,SKU-RL-0000674,329,7.79,true
675,Service War 675,Quality war for everyday use.,68.70,40.87,455,SKU-TB-0000675,169,7.98,true
676,Event You 676,Quality you for everyday use.,399.11,176.77,153,SKU-TV-0000676,3,6.17,true
677,Recognize Upon 677,Quality upon for everyday use.,275.55,136.31,294,SKU-XY-0000677,306,10.42,true
678,Movement Relationship 678,Quality relationship for everyday use.,274.48,167.72,61,SKU-JB-0000678,43,10.94,true
679,Network Professor 679,Quality professor for everyday use.,450.06,192.15,426,SKU-RC-0000679,305,13.24,true
680,Sign Politics 680,Quality politics for everyday use.,486.06,375.52,193,SKU-GS-0000680,387,8.67,true
681,Staff State 681,Quality state for everyday use.,354.18,159.22,171,SKU-QQ-0000681,133,4.43,true
682,Recent Professor 682,Quality professor for everyday use.,244.56,117.19,292,SKU-UD-0000682,119,17.35,true
683,Professor Car 683,Quality car for everyday use.,231.45,163.43,250,SKU-UQ-0000683,111,6.99,true
684,Hope Field 684,Quality field for everyday use.,196.84,86.37,424,SKU-LM-0000684,112,18.47,true
685,Require Still 685,Quality still for everyday use.,184.62,140.33,266,SKU-NP-0000685,57,4.23,true
686,Win Tax 686,Quality tax for everyday use.,199.39,137.64,259,SKU-JF-0000686,125,11.25,true
687,Sell Environmental 687,Quality environmental for everyday use.,50.33,21.51,53,SKU-EJ-0000687,330,10.78,true
688,He Sister 688,Quality sister for everyday use.,44.24,29.94,11,SKU-GN-0000688,151,16.59,true
689,Or Conference 689,Quality conference for everyday use.,391.25,255.35,200,SKU-XC-0000689,391,2.86,true
690,Know Whole 690,Quality whole for everyday use.,226.35,159.11,500,SKU-HB-0000690,410,18.21,true
691,Or Real 691,Quality real for everyday use.,465.75,340.59,459,SKU-ZS-0000691,381,10.68,true
692,Operation Any 692,Quality any for everyday use.,308.43,212.00,315,SKU-FK-0000692,270,11.76,true
693,Good Check 693,Quality check for everyday use.,23.37,14.83,316,SKU-TY-0000693,158,10.25,true
694,Month Rule 694,Quality rule for everyday use.,83.81,44.33,196,SKU-PG-0000694,465,0.82,true
695,Personal Study 695,Quality study for everyday use.,107.66,73.09,89,SKU-SS-0000695,102,9.99,true
696,Special Tv 696,Quality tv for everyday use.,488.00,382.00,5,SKU-RB-0000696,232,5.34,true
697,Watch Easy 697,Quality easy for everyday use.,114.03,72.41,170,SKU-SA-0000697,227,6.92,true
698,Front Network 698,Quality network for everyday use.,260.77,173.60,159,SKU-XX-0000698,373,13.02,true
699,Clearly Once 699,Quality once for everyday use.,468.46,269.29,96,SKU-PR-0000699,273,10.00,true
700,Those Account 700,Quality account for everyday use.,488.72,343.30,130,SKU-BW-0000700,400,1.96,true
701,Easy Eat 701,Quality eat for everyday use.,122.75,98.09,13,SKU-GG-0000701,460,1.55,true
702,Which Different 702,Quality different for everyday use.,30.25,14.04,304,SKU-SY-0000702,195,3.79,false
703,Degree Imagine 703,Quality imagine for everyday use.,81.87,39.38,464,SKU-MN-0000703,438,3.90,true
704,Tough Clearly 704,Quality clearly for everyday use.,37.27,22.95,346,SKU-PG-0000704,85,12.21,true
705,Your Their 705,Quality their for everyday use.,102.38,60.67,225,SKU-QZ-0000705,458,3.64,true
706,Also But 706,Quality but for everyday use.,286.86,180.33,211,SKU-KU-0000706,89,17.65,true
707,Tree Customer 707,Quality customer for everyday use.,456.74,191.66,154,SKU-UW-0000707,425,4.27,true
708,Front Firm 708,Quality firm for everyday use.,271.38,152.44,72,SKU-TY-0000708,195,1.91,true
709,Role Upon 709,Quality upon for everyday use.,315.23,199.60,300,SKU-TZ-0000709,483,17.53,true
710,Pay Message 710,Quality message for everyday use.,105.71,67.03,284,SKU-TW-0000710,64,5.98,true
711,Music None 711,Quality none for everyday use.,401.48,266.15,4,SKU-XZ-0000711,233,8.57,true
712,Affect By 712,Quality by for everyday use.,311.18,214.12,208,SKU-QT-0000712,451,19.18,true
713,Reality Our 713,Quality our for everyday use.,432.87,284.23,140,SKU-ZK-0000713,23,18.89,true
714,Side Church 714,Quality church for everyday use.,474.72,339.95,86,SKU-CX-0000714,132,14.33,true
715,Rule Watch 715,Quality watch for everyday use.,177.85,115.59,352,SKU-RL-0000715,41,1.47,true
716,Account Together 716,Quality together for everyday use.,50.74,31.21,263,SKU-TA-0000716,160,11.91,true
717,Scientist Question 717,Quality question for everyday use.,117.60,75.56,317,SKU-MG-0000717,195,19.78,true
718,Do Hour 718,Quality hour for everyday use.,222.28,97.91,357,SKU-GZ-0000718,310,18.94,true
719,Front Year 719,Quality year for everyday use.,473.16,240.96,491,SKU-PD-0000719,129,2.21,true
720,Look Play 720,Quality play for everyday use.,192.88,117.84,402,SKU-JF-0000720,79,7.98,true
721,Bill True 721,Quality true for everyday use.,386.75,289.75,311,SKU-XG-0000721,85,6.38,true
722,Service Whom 722,Quality whom for everyday use.,272.99,183.35,440,SKU-JJ-0000722,470,2.68,true
723,Six Explain 723,Quality explain for everyday use.,96.30,42.00,239,SKU-EU-0000723,477,13.93,true
724,Which Serious 724,Quality serious for everyday use.,164.43,104.73,493,SKU-PL-0000724,110,5.55,true
725,Nearly Large 725,Quality large for everyday use.,328.67,160.62,381,SKU-KS-0000725,97,6.96,true
726,Road Measure 726,Quality measure for everyday use.,338.38,234.70,326,SKU-CY-0000726,27,1.90,false
727,Huge Heavy 727,Quality heavy for everyday use.,220.76,161.37,452,SKU-PF-0000727,480,10.01,true
728,Art Stop 728,Quality stop for everyday use.,118.94,75.81,258,SKU-NW-0000728,353,3.25,true
729,Executive Radio 729,Quality radio for everyday use.,362.61,230.82,361,SKU-EN-0000729,381,8.70,false
730,Road Move 730,Quality move for everyday use.,89.41,47.87,143,SKU-QV-0000730,145,2.95,true
731,Card Painting 731,Quality painting for everyday use.,468.70,271.14,482,SKU-PT-0000731,321,19.08,true
732,Painting Guy 732,Quality guy for everyday use.,98.81,73.68,312,SKU-UX-0000732,29,2.99,false
733,Mission Difficult 733,Quality difficult for everyday use.,59.00,40.67,392,SKU-JS-0000733,338,10.49,true
734,Imagine Fact 734,Quality fact for everyday use.,251.83,153.09,231,SKU-FW-0000734,290,4.02,true
735,Team Sell 735,Quality sell for everyday use.,262.65,143.75,434,SKU-YH-0000735,166,1.62,true
736,Yes Major 736,Quality major for everyday use.,257.04,108.00,38,SKU-PV-0000736,355,4.13,true
737,Benefit Point 737,Quality point for everyday use.,221.70,101.36,58,SKU-AS-0000737,323,1.19,true
738,Green Those 738,Quality those for everyday use.,497.43,237.38,254,SKU-VW-0000738,219,2.87,true
739,Painting If 739,Quality if for everyday use.,246.21,135.26,367,SKU-EU-0000739,93,9.92,true
740,Watch Difficult 740,Quality difficult for everyday use.,242.10,188.27,405,SKU-UA-0000740,11,13.07,true
741,Affect Soldier 741,Quality soldier for everyday use.,214.34,129.05,221,SKU-SR-0000741,469,1.84,true
742,Choose Customer 742,Quality customer for everyday use.,39.00,19.26,325,SKU-ZB-0000742,140,8.88,true
743,Air Industry 743,Quality industry for everyday use.,298.91,132.21,277,SKU-ZP-0000743,151,11.67,true
744,Dream Perform 744,Quality perform for everyday use.,118.61,63.49,481,SKU-GK-0000744,341,4.76,true
745,Town Play 745,Quality play for everyday use.,320.97,233.12,328,SKU-UZ-0000745,127,7.50,true
746,I Require 746,Quality require for everyday use.,31.10,17.21,209,SKU-HZ-0000746,188,1.53,true
747,Author Draw 747,Quality draw for everyday use.,490.80,347.98,485,SKU-RE-0000747,356,4.48,true
748,Meeting Indicate 748,Quality indicate for everyday use.,237.68,171.39,54,SKU-QV-0000748,298,9.39,true
749,Situation He 749,Quality he for everyday use.,448.99,199.50,493,SKU-BB-0000749,328,19.81,true
750,Staff Everybody 750,Quality everybody for everyday use.,240.92,155.02,78,SKU-AP-0000750,2,19.93,true
751,Wear Which 751,Quality which for everyday use.,35.79,28.05,145,SKU-BY-0000751,226,19.59,false
752,Technology Drop 752,Quality drop for everyday use.,412.16,231.16,411,SKU-DB-0000752,238,8.52,true
753,Modern Involve 753,Quality involve for everyday use.,326.19,137.12,367,SKU-GU-0000753,316,1.71,true
754,Stand Impact 754,Quality impact for everyday use.,392.18,301.71,486,SKU-XG-0000754,75,6.54,true
755,Heavy Account 755,Quality account for everyday use.,217.51,163.89,375,SKU-NU-0000755,79,4.83,true
756,Conference Buy 756,Quality buy for everyday use.,321.13,195.52,319,SKU-VD-0000756,381,0.38,true
757,Radio Develop 757,Quality develop for everyday use.,428.97,266.35,174,SKU-WW-0000757,337,2.00,true
758,Simple Work 758,Quality work for everyday use.,317.74,154.01,3,SKU-TN-0000758,406,9.12,true
759,Have Very 759,Quality very for everyday use.,177.74,129.36,62,SKU-KX-0000759,135,6.86,true
760,Sell Group 760,Quality group for everyday use.,333.28,199.78,149,SKU-WN-0000760,499,3.69,true
761,Professor Right 761,Quality right for everyday use.,337.89,139.73,21,SKU-TK-0000761,136,14.35,true
762,Remain Up 762,Quality up for everyday use.,480.52,323.49,255,SKU-TC-0000762,326,7.21,true
763,Religious Thought 763,Quality thought for everyday use.,189.22,147.63,389,SKU-XN-0000763,81,17.05,true
764,Another Office 764,Quality office for everyday use.,215.98,158.02,482,SKU-QE-0000764,460,4.90,true
765,Meeting Response 765,Quality response for everyday use.,407.18,208.02,245,SKU-NA-0000765,166,10.81,false
766,Certainly Firm 766,Quality firm for everyday use.,255.84,107.79,438,SKU-XT-0000766,402,3.76,true
767,Trouble Design 767,Quality design for everyday use.,369.86,287.06,493,SKU-LW-0000767,165,9.96,true
768,Language Message 768,Quality message for everyday use.,233.09,180.60,430,SKU-VC-0000768,396,3.13,true
769,Development Maintain 769,Quality maintain for everyday use.,112.44,68.92,233,SKU-BG-0000769,227,3.32,true
770,If Mission 770,Quality mission for everyday use.,374.12,245.77,163,SKU-AP-0000770,31,12.28,true
771,Left Imagine 771,Quality imagine for everyday use.,70.78,41.41,489,SKU-NN-0000771,95,5.35,true
772,What Light 772,Quality light for everyday use.,104.09,59.11,121,SKU-BY-0000772,342,3.53,true
773,Forward Reduce 773,Quality reduce for everyday use.,315.64,141.34,206,SKU-ZQ-0000773,96,18.60,true
774,Bar Style 774,Quality style for everyday use.,375.14,164.57,38,SKU-AK-0000774,137,0.96,true
775,Quickly Option 775,Quality option for everyday use.,447.97,220.89,397,SKU-TT-0000775,271,11.35,true
776,Within Simple 776,Quality simple for everyday use.,140.65,103.33,325,SKU-FV-0000776,126,11.01,true
777,Far Enter 777,Quality enter for everyday use.,60.69,27.82,43,SKU-ZN-0000777,64,5.09,true
778,System Have 778,Quality have for everyday use.,478.28,234.68,111,SKU-KN-0000778,312,9.11,true
779,We Professor 779,Quality professor for everyday use.,82.28,50.97,278,SKU-AN-0000779,345,1.85,true
780,Then Manager 780,Quality manager for everyday use.,103.64,50.37,271,SKU-AA-0000780,367,14.45,true
781,Attention Their 781,Quality their for everyday use.,149.91,69.75,402,SKU-PN-0000781,472,4.51,true
782,Assume Glass 782,Quality glass for everyday use.,267.51,167.28,134,SKU-ZN-0000782,62,3.95,true
783,Structure Seek 783,Quality seek for everyday use.,442.11,241.94,463,SKU-ZV-0000783,213,6.37,true
784,By Leave 784,Quality leave for everyday use.,381.70,248.28,223,SKU-JY-0000784,117,18.06,true
785,Assume Trouble 785,Quality trouble for everyday use.,355.82,272.16,412,SKU-MQ-0000785,451,15.95,true
786,My Meeting 786,Quality meeting for everyday use.,92.53,42.60,120,SKU-CF-0000786,270,18.94,true
787,Author By 787,Quality by for everyday use.,182.69,139.83,19,SKU-NG-0000787,49,13.07,true
788,Stand Leave 788,Quality leave for everyday use.,242.32,184.40,28,SKU-QB-0000788,346,13.29,true
789,Course President 789,Quality president for everyday use.,78.82,57.67,187,SKU-GR-0000789,21,9.65,true
790,Employee Send 790,Quality send for everyday use.,141.06,92.04,477,SKU-QZ-0000790,137,18.11,false
791,Price Us 791,Quality us for everyday use.,158.31,102.59,25,SKU-XV-0000791,361,10.27,false
792,Movement Policy 792,Quality policy for everyday use.,68.86,45.15,185,SKU-AQ-0000792,253,7.17,true
793,Body Room 793,Quality room for everyday use.,277.81,187.85,55,SKU-FG-0000793,381,12.84,false
794,Word Since 794,Quality since for everyday use.,354.27,144.04,466,SKU-FL-0000794,286,10.97,true
795,Family Soon 795,Quality soon for everyday use.,40.54,31.75,338,SKU-CN-0000795,422,2.57,true
796,Politics You 796,Quality you for everyday use.,243.66,154.54,382,SKU-DN-0000796,281,7.92,true
797,Son Subject 797,Quality subject for everyday use.,392.40,279.62,357,SKU-RE-0000797,28,6.34,true
798,Be Know 798,Quality know for everyday use.,375.50,206.87,329,SKU-CV-0000798,35,16.95,true
799,Herself Peace 799,Quality peace for everyday use.,408.64,165.48,387,SKU-TG-0000799,389,7.64,true
800,Discuss Dinner 800,Quality dinner for everyday use.,227.42,137.34,5,SKU-XF-0000800,19,16.45,true
801,Base Away 801,Quality away for everyday use.,411.35,247.99,433,SKU-YC-0000801,188,8.90,true
802,Service At 802,Quality at for everyday use.,124.92,71.80,370,SKU-RA-0000802,8,15.09,true
803,Would Exactly 803,Quality exactly for everyday use.,184.23,98.73,370,SKU-EK-0000803,151,2.79,true
804,Fall Live 804,Quality live for everyday use.,93.11,46.55,197,SKU-CL-0000804,298,18.50,true
805,Spring Range 805,Quality range for everyday use.,236.93,144.77,401,SKU-FC-0000805,86,9.66,true
806,Bank Seven 806,Quality seven for everyday use.,199.67,109.84,191,SKU-ZZ-0000806,233,5.27,true
807,Set Real 807,Quality real for everyday use.,125.01,98.50,25,SKU-ZD-0000807,499,4.91,true
808,Business Attorney 808,Quality attorney for everyday use.,377.37,177.05,454,SKU-KH-0000808,35,5.38,true
809,Building Same 809,Quality same for everyday use.,161.03,85.00,118,SKU-HK-0000809,31,7.40,true
810,Nearly Voice 810,Quality voice for everyday use.,140.76,72.86,51,SKU-NM-0000810,135,14.38,true
811,Late Boy 811,Quality boy for everyday use.,70.65,43.61,311,SKU-HZ-0000811,414,19.00,true
812,Believe Plant 812,Quality plant for everyday use.,222.77,133.60,117,SKU-ZH-0000812,203,13.41,true
813,Area Couple 813,Quality couple for everyday use.,155.65,102.34,430,SKU-FN-0000813,320,10.99,true
814,Federal Company 814,Quality company for everyday use.,188.41,146.96,222,SKU-JZ-0000814,16,9.03,true
815,Test Cold 815,Quality cold for everyday use.,122.57,63.01,3,SKU-LA-0000815,368,16.58,true
816,Impact South 816,Quality south for everyday use.,382.99,259.33,476,SKU-DB-0000816,33,17.01,true
817,System Such 817,Quality such for everyday use.,465.41,190.83,258,SKU-KH-0000817,356,5.93,true
818,Less Win 818,Quality win for everyday use.,251.97,127.23,132,SKU-WX-0000818,74,19.07,true
